district_id,state,district,latitude,longitude,district_area_sq_km,population,population_density,average_rainfall,maximum_rainfall,annual_actual_rainfall,rainfall_departure_pct,heavy_rainfall_days,historical_disaster_count,historical_flood_count,historical_landslide_count,historical_cyclone_count,landslide_event_count,cyclone_track_count,cyclone_exposure_count,max_cyclone_wind,total_households,good_houses,livable_houses,dilapidated_houses,dilapidated_house_pct,hospital_count,hospital_bed_count
DIST_IND_171,UTTAR PRADESH,Chitrakoot,25.205635,81.070479,3125.9,991730,317.26,27.92,92.2,530.4,0.0,2.0,0,0,0,0,0,132,581,0.0,280.6,132.2,142.3,6.1,2.17,2,0
DIST_IND_172,UTTAR PRADESH,Fatehpur,25.874957,80.808153,4012.84,2632733,656.08,20.31,56.2,385.8,0.0,0.0,0,0,0,0,0,85,380,15.0,287.0,124.0,147.8,15.100000000000001,5.26,20,0
DIST_IND_173,UTTAR PRADESH,Pratapgarh,24.031532,74.651536,4260.14,3209141,753.29,18.47,60.0,351.0,0.0,0.0,0,0,0,0,0,53,137,0.0,286.1,156.6,114.3,15.2,5.31,24,0
DIST_IND_174,UTTAR PRADESH,Kaushambi,25.497399,81.41789,1735.04,1599596,921.94,7.61,25.3,144.6,0.0,0.0,0,0,0,0,0,101,495,15.0,281.6,124.5,144.3,12.8,4.55,7,0
DIST_IND_175,UTTAR PRADESH,Allahabad,25.30361,81.960711,5252.37,5954391,1133.66,17.58,60.2,334.1,0.0,0.0,0,0,0,0,0,107,552,20.0,285.2,156.5,117.5,11.2,3.93,145,0
DIST_IND_176,UTTAR PRADESH,Bara Banki,26.93865,81.332249,3699.39,3260699,881.42,9.94,34.3,188.9,0.0,0.0,0,0,0,0,0,29,119,15.0,289.2,122.2,135.3,31.6,10.93,25,0
DIST_IND_177,UTTAR PRADESH,Faizabad,26.657562,82.000535,2611.23,2470996,946.3,10.88,40.4,206.8,0.0,0.0,0,0,0,0,0,28,121,15.0,283.8,131.8,130.0,22.3,7.86,23,0
DIST_IND_178,UTTAR PRADESH,Ambedkar Nagar,26.418908,82.666875,2236.76,2397888,1072.04,,,,,,0,0,0,0,0,26,92,0.0,279.8,126.6,124.9,28.2,10.08,24,0
DIST_IND_179,UTTAR PRADESH,Sultanpur,26.262064,82.194629,2581.04,3797117,1471.16,13.26,77.1,252.0,0.0,1.0,0,0,0,0,0,47,207,15.0,285.3,142.0,122.4,20.8,7.29,34,0
DIST_IND_180,UTTAR PRADESH,Bahraich,27.697405,81.493626,4760.73,3487731,732.6,15.37,79.4,292.0,0.0,1.0,0,0,0,0,0,7,13,0.0,288.3,107.9,158.1,22.1,7.67,10,0
DIST_IND_181,UTTAR PRADESH,Shrawasti,27.718938,81.90244,1871.62,1117361,597.0,8.76,34.5,166.5,0.0,0.0,0,0,0,0,0,4,9,0.0,279.4,115.5,141.1,22.8,8.16,4,0
DIST_IND_182,UTTAR PRADESH,Balrampur,23.592732,83.501154,6021.8,2148665,356.81,,,,,,0,0,0,0,0,222,744,25.0,280.0,120.69999999999999,142.9,16.5,5.89,10,0
DIST_IND_183,UTTAR PRADESH,Gonda,27.083368,82.024424,3846.58,3433919,892.72,11.63,54.5,220.9,0.0,0.0,0,0,0,0,0,13,36,0.0,286.1,132.2,127.9,26.099999999999998,9.12,14,0
DIST_IND_184,UTTAR PRADESH,Siddharthnagar,27.269694,82.873738,2799.39,2559297,914.23,4.81,32.5,91.3,0.0,0.0,0,0,0,0,0,3,10,0.0,283.4,147.4,117.9,17.8,6.28,9,0
DIST_IND_185,UTTAR PRADESH,Basti,26.820213,82.628415,2676.35,2464464,920.83,10.17,60.6,193.2,0.0,0.0,0,0,0,0,0,11,39,0.0,282.2,147.3,109.0,25.799999999999997,9.14,14,0
DIST_IND_186,UTTAR PRADESH,Sant Kabir Nagar,,,,1715183,,,,,,,0,0,0,0,0,0,0,0.0,284.1,140.0,118.2,25.799999999999997,9.08,7,0
DIST_IND_187,UTTAR PRADESH,Mahrajganj,27.200507,83.53048,2840.1,2684703,945.28,6.05,37.6,114.9,0.0,0.0,0,0,0,0,0,1,2,0.0,283.5,127.1,133.8,22.5,7.94,8,0
DIST_IND_188,UTTAR PRADESH,Gorakhpur,26.655774,83.359317,3206.47,4440895,1384.98,4.79,18.5,91.1,0.0,0.0,0,0,0,0,0,9,34,0.0,287.9,151.0,117.1,19.9,6.91,106,0
DIST_IND_189,UTTAR PRADESH,Kushinagar,,,,3564544,,1.55,8.5,29.5,0.0,0.0,0,0,0,0,0,0,0,0.0,285.3,116.4,143.3,25.6,8.97,15,0
DIST_IND_190,UTTAR PRADESH,Deoria,26.420613,83.833987,2441.46,3100946,1270.12,1.32,4.5,25.0,0.0,0.0,0,0,0,0,0,9,47,0.0,286.3,143.5,119.89999999999999,22.9,8.0,21,0
DIST_IND_191,UTTAR PRADESH,Azamgarh,26.045362,83.067294,4057.58,4613913,1137.11,13.06,81.4,248.2,0.0,1.0,0,0,0,0,0,30,121,0.0,272.7,132.0,119.3,21.5,7.88,48,0
DIST_IND_192,UTTAR PRADESH,Mau,26.04519,83.558224,1648.38,2205968,1338.26,6.11,28.5,116.0,0.0,0.0,0,0,0,0,0,25,105,0.0,262.4,119.4,118.7,24.3,9.26,13,0
DIST_IND_193,UTTAR PRADESH,Ballia,25.876159,84.10291,2880.83,3239774,1124.6,6.65,33.5,126.4,0.0,0.0,0,0,0,0,0,27,133,0.0,288.5,129.8,124.9,33.6,11.65,12,0
DIST_IND_194,UTTAR PRADESH,Jaunpur,25.746211,82.575068,3882.28,4494204,1157.62,5.97,24.4,113.5,0.0,0.0,0,0,0,0,0,56,290,20.0,283.2,136.0,129.1,18.0,6.36,56,0
DIST_IND_195,UTTAR PRADESH,Ghazipur,25.62393,83.555517,3251.88,3620268,1113.28,,,,,,0,0,0,0,0,44,219,0.0,281.8,123.8,131.1,26.9,9.55,9,0
DIST_IND_196,UTTAR PRADESH,Chandauli,25.140894,83.258414,2448.71,1952756,797.46,12.92,73.5,245.5,0.0,1.0,0,0,0,0,0,77,379,23.0,282.0,139.3,125.4,17.4,6.17,20,0
DIST_IND_197,UTTAR PRADESH,Varanasi,25.388042,82.91429,1478.66,3676841,2486.6,21.56,123.9,409.7,0.0,1.0,0,0,0,0,0,73,361,20.0,273.6,145.6,113.3,14.8,5.41,169,0
DIST_IND_198,UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),25.347915,82.464167,976.42,1578213,1616.33,4.77,19.2,90.7,0.0,0.0,0,0,0,0,0,88,443,20.0,282.70000000000005,133.7,131.5,17.5,6.19,25,0
DIST_IND_199,UTTAR PRADESH,Mirzapur,24.986634,82.60714,4247.25,2496970,587.9,12.02,70.0,228.3,0.0,1.0,0,0,0,0,0,112,501,23.0,282.4,135.4,134.6,12.6,4.46,16,0
DIST_IND_200,UTTAR PRADESH,Sonbhadra,24.407504,83.052046,6619.25,1862559,281.39,14.98,69.5,284.6,0.0,1.0,0,0,0,0,0,158,599,25.0,288.2,143.0,136.8,8.5,2.95,14,0
DIST_IND_201,UTTAR PRADESH,Etah,27.515756,78.717469,2338.7,1774480,758.75,8.59,42.0,163.3,0.0,0.0,0,0,0,0,0,38,137,15.0,285.9,122.69999999999999,147.4,16.0,5.6,16,0
DIST_IND_202,UTTAR PRADESH,Kanshiram Nagar,27.774543,78.845599,1903.03,1436719,754.96,5.19,21.7,98.6,0.0,0.0,0,0,0,0,0,28,97,15.0,287.3,103.0,163.7,20.5,7.14,0,0
DIST_IND_203,BIHAR,Pashchim Champaran,27.079863,84.339241,5040.42,3935042,780.7,,,,,,0,0,0,0,0,2,9,0.0,288.9,101.1,170.8,16.9,5.85,0,0
DIST_IND_204,BIHAR,Purba Champaran,26.618248,84.922202,3825.64,5099371,1332.95,3.67,16.5,69.7,0.0,0.0,0,0,0,0,0,11,30,0.0,293.1,125.8,150.7,16.6,5.66,44,0
DIST_IND_205,BIHAR,Sheohar,26.49763,85.30151,425.67,656246,1541.68,1.5,7.6,28.5,0.0,0.0,0,0,0,0,0,15,42,0.0,291.1,117.4,159.0,14.7,5.05,5,0
DIST_IND_206,BIHAR,Sitamarhi,26.585041,85.552183,2109.85,3423574,1622.66,2.45,13.0,46.5,0.0,0.0,0,0,0,0,0,14,34,20.0,286.9,117.7,151.2,18.1,6.31,18,0
DIST_IND_207,BIHAR,Madhubani,26.402282,86.221817,3374.21,4487379,1329.91,,,,,,0,0,0,0,0,9,32,20.0,275.6,130.1,130.2,15.3,5.55,19,0
DIST_IND_208,BIHAR,Supaul,26.244774,86.807984,2329.94,2229076,956.71,4.84,16.6,92.0,0.0,0.0,0,0,0,0,0,8,40,20.0,284.4,101.2,166.4,16.9,5.94,9,0
DIST_IND_209,BIHAR,Araria,26.198233,87.362189,2696.21,2811569,1042.79,,,,,,0,0,0,0,0,9,35,15.0,291.8,107.2,171.2,13.5,4.63,11,0
DIST_IND_210,BIHAR,Kishanganj,26.295935,87.939126,1905.89,1690400,886.93,5.87,18.7,111.5,0.0,0.0,0,0,0,0,0,9,31,23.0,294.6,112.8,166.8,15.1,5.13,17,0
DIST_IND_211,BIHAR,Purnia,25.814739,87.403632,3100.69,3264619,1052.87,6.37,22.4,121.0,0.0,0.0,0,0,0,0,0,19,53,15.0,293.2,102.8,170.6,19.9,6.79,33,0
DIST_IND_212,BIHAR,Katihar,25.546328,87.641674,2953.17,3071029,1039.91,7.41,24.6,140.7,0.0,0.0,0,0,0,0,0,29,87,30.0,293.8,115.3,161.6,16.9,5.75,27,0
DIST_IND_213,BIHAR,Madhepura,25.821782,86.897806,1733.7,2001762,1154.62,6.87,24.0,130.5,0.0,0.0,0,0,0,0,0,18,66,20.0,288.9,101.2,167.1,20.6,7.13,10,0
DIST_IND_214,BIHAR,Saharsa,25.81398,86.590743,1602.86,1900661,1185.79,4.35,15.8,82.7,0.0,0.0,0,0,0,0,0,17,67,20.0,290.5,105.4,165.1,20.1,6.92,19,0
DIST_IND_215,BIHAR,Darbhanga,26.084534,86.055575,2414.93,3937385,1630.43,,,,,,0,0,0,0,0,18,70,25.0,288.3,125.6,138.4,24.3,8.43,42,0
DIST_IND_216,BIHAR,Muzaffarpur,26.152305,85.329214,3060.04,4801062,1568.95,2.3,8.1,43.7,0.0,0.0,0,0,0,0,0,25,93,25.0,290.0,117.8,149.3,23.0,7.93,41,0
DIST_IND_217,BIHAR,Gopalganj,26.444166,84.374385,1964.22,2562012,1304.34,4.06,21.7,77.1,0.0,0.0,0,0,0,0,0,12,54,0.0,291.4,128.6,141.2,21.6,7.41,11,0
DIST_IND_218,BIHAR,Siwan,26.161441,84.386512,2135.46,3330464,1559.6,5.68,30.5,108.0,0.0,0.0,0,0,0,0,0,23,100,0.0,290.0,145.2,122.9,21.9,7.55,20,0
DIST_IND_219,BIHAR,Saran,25.904913,84.827646,2556.56,3951862,1545.77,3.49,26.2,66.3,0.0,0.0,0,0,0,0,0,35,154,25.0,291.9,127.4,139.7,24.8,8.5,20,0
DIST_IND_220,BIHAR,Vaishali,25.768012,85.366901,1910.54,3495021,1829.34,3.44,9.7,65.3,0.0,0.0,0,0,0,0,0,37,151,25.0,292.9,104.0,154.4,34.4,11.74,43,0
DIST_IND_221,BIHAR,Samastipur,25.773944,85.86538,2582.6,4261566,1650.11,3.47,13.7,65.9,0.0,0.0,0,0,0,0,0,29,122,25.0,290.1,113.9,151.1,25.0,8.62,22,0
DIST_IND_222,BIHAR,Begusarai,25.496694,86.129865,1848.49,2970541,1607.01,6.28,30.6,119.3,0.0,0.0,0,0,0,0,0,33,140,25.0,292.0,108.7,151.3,32.1,10.99,45,0
DIST_IND_223,BIHAR,Khagaria,25.510943,86.601623,1436.46,1666886,1160.41,8.47,30.9,161.0,0.0,0.0,0,0,0,0,0,25,95,20.0,289.0,104.9,159.6,24.5,8.48,8,0
DIST_IND_224,BIHAR,Bhagalpur,25.26938,87.082764,2459.43,3037766,1235.15,6.41,25.3,121.7,0.0,0.0,0,0,0,0,0,35,126,15.0,287.9,111.9,151.6,24.5,8.51,38,0
DIST_IND_225,BIHAR,Banka,24.854186,86.837552,2914.8,2034763,698.08,8.61,34.7,163.6,0.0,0.0,0,0,0,0,0,51,195,0.0,286.3,108.3,159.9,18.0,6.29,10,0
DIST_IND_226,BIHAR,Munger,25.209977,86.525811,1356.94,1367765,1007.98,9.14,26.9,173.6,0.0,0.0,0,0,0,0,0,34,136,25.0,288.2,121.3,145.3,21.6,7.49,17,0
DIST_IND_227,BIHAR,Lakhisarai,25.161954,86.136969,1170.7,1000912,854.97,8.61,36.9,163.5,0.0,0.0,0,0,0,0,0,44,201,25.0,286.8,101.19999999999999,162.2,23.299999999999997,8.12,11,0
DIST_IND_228,BIHAR,Sheikhpura,25.125984,85.838954,663.27,636342,959.4,6.13,34.8,116.4,0.0,0.0,0,0,0,0,0,49,241,25.0,288.0,106.2,156.7,25.1,8.72,14,0
DIST_IND_229,BIHAR,Nalanda,25.218496,85.447983,2263.91,2877653,1271.1,7.37,27.6,140.0,0.0,0.0,0,0,0,0,0,55,266,25.0,284.5,110.5,149.4,24.6,8.65,50,0
DIST_IND_230,BIHAR,Patna,25.455712,85.227588,3097.32,5838465,1885.01,6.14,24.1,116.7,0.0,0.0,0,0,0,0,0,50,234,25.0,285.1,136.1,128.3,20.799999999999997,7.3,248,0
DIST_IND_231,BIHAR,Bhojpur,25.473318,84.543542,2322.35,2728407,1174.85,8.99,37.9,170.9,0.0,0.0,0,0,0,0,0,58,249,25.0,280.4,112.8,143.6,24.2,8.63,9,0
DIST_IND_232,BIHAR,Buxar,25.491033,84.09867,1634.09,1706352,1044.22,11.89,37.1,225.9,0.0,0.0,0,0,0,0,0,45,222,20.0,279.6,111.0,141.0,27.6,9.87,11,0
DIST_IND_233,BIHAR,Kaimur (Bhabua),24.989154,83.603283,3209.75,1626384,506.7,,,,,,0,0,0,0,0,81,350,25.0,282.6,120.5,145.5,16.7,5.91,15,0
DIST_IND_234,BIHAR,Rohtas,24.981697,84.024403,3726.41,2959918,794.31,10.86,36.1,206.3,0.0,0.0,0,0,0,0,0,81,368,20.0,280.3,118.9,144.0,17.5,6.24,16,0
DIST_IND_235,BIHAR,Aurangabad,24.790781,84.408533,3179.16,2540073,798.98,18.42,69.0,350.0,0.0,1.0,0,0,0,0,0,106,446,25.0,284.4,120.19999999999999,146.6,17.6,6.19,11,0
DIST_IND_236,BIHAR,Gaya,24.696328,84.933647,4781.36,4391418,918.45,10.94,39.8,207.9,0.0,0.0,0,0,0,0,0,106,487,25.0,282.3,114.9,148.2,19.1,6.77,44,0
DIST_IND_237,BIHAR,Nawada,24.810905,85.589828,2396.74,2219146,925.9,8.28,46.5,157.4,0.0,0.0,0,0,0,0,0,75,370,25.0,286.2,105.2,155.0,25.8,9.01,26,0
DIST_IND_238,BIHAR,Jamui,24.78451,86.293203,2981.61,1760405,590.42,8.22,29.4,156.2,0.0,0.0,0,0,0,0,0,62,247,25.0,287.9,94.1,169.9,23.9,8.3,10,0
DIST_IND_239,BIHAR,Jehanabad,25.155099,85.01688,902.42,1125313,1246.99,,,,,,0,0,0,0,0,71,336,25.0,281.6,109.5,148.9,23.2,8.24,8,0
DIST_IND_240,BIHAR,Arwal,25.163129,84.677597,612.9,700843,1143.49,9.59,35.2,182.3,0.0,0.0,0,0,0,0,0,73,350,25.0,276.7,95.7,161.2,19.7,7.12,4,0
DIST_IND_241,SIKKIM,North  District,,,,43709,,,,,,,0,0,0,0,0,0,0,0.0,285.4,172.0,104.7,8.6,3.01,0,0
DIST_IND_242,SIKKIM,West District,,,,136435,,,,,,,0,0,0,0,0,0,0,0.0,285.7,150.1,113.7,21.7,7.6,0,0
DIST_IND_243,SIKKIM,South District,,,,146850,,,,,,,0,0,0,0,0,0,0,0.0,292.1,180.9,99.3,11.9,4.07,0,0
DIST_IND_244,SIKKIM,East District,,,,283583,,,,,,,0,0,0,0,0,0,0,0.0,288.7,186.79999999999998,88.1,13.8,4.78,2,0
DIST_IND_245,ARUNACHAL PRADESH,Tawang,27.662316,91.965068,2371.66,49977,21.07,2.59,12.6,49.3,0.0,0.0,0,0,0,0,0,0,0,0.0,286.7,166.2,112.4,8.2,2.86,1,0
DIST_IND_246,ARUNACHAL PRADESH,West Kameng,27.291731,92.392971,4742.69,83947,17.7,6.43,18.4,122.2,0.0,0.0,0,0,0,0,0,0,0,0.0,286.9,146.9,132.2,7.8,2.72,0,0
DIST_IND_247,ARUNACHAL PRADESH,East Kameng,27.587706,92.917777,4258.33,78690,18.48,8.47,43.4,161.0,0.0,0.0,0,0,0,0,0,0,0,0.0,293.9,128.3,158.1,7.4,2.52,0,0
DIST_IND_248,ARUNACHAL PRADESH,Papum Pare,27.270115,93.596194,3324.54,176573,53.11,10.34,55.1,196.5,0.0,0.0,0,0,0,0,0,0,0,0.0,290.2,170.2,109.1,11.0,3.79,4,0
DIST_IND_249,ARUNACHAL PRADESH,Upper Subansiri,28.290437,93.929369,6257.78,83448,13.34,2.74,20.2,52.0,0.0,0.0,0,0,0,0,0,0,0,0.0,294.8,131.6,157.3,6.0,2.04,1,0
DIST_IND_250,ARUNACHAL PRADESH,West Siang,28.15838,94.619965,1289.32,112274,87.08,2.69,21.2,51.2,0.0,0.0,0,0,0,0,0,0,0,0.0,290.3,179.8,106.6,4.0,1.38,0,0
DIST_IND_251,ARUNACHAL PRADESH,East Siang,28.050087,95.350415,1680.36,99214,59.04,10.81,66.8,205.3,0.0,1.0,0,0,0,0,0,0,0,0.0,289.0,164.9,116.0,8.2,2.84,2,0
DIST_IND_252,ARUNACHAL PRADESH,Upper Siang,28.832844,94.915962,6489.9,35320,5.44,5.32,24.7,101.0,0.0,0.0,0,0,0,0,0,0,0,0.0,291.0,182.9,106.1,1.9,0.65,0,0
